Period;Day_type;NightZone;DayZone;Home_Category;Activity_Category;Social-professional groups;Volume
202002;JO;Lualaba;Lualaba;Outside_Resident;Outside_Worker;NR;8155
202002;JO;Lualaba;Lualaba;Outside_Resident;Home_Activity_Zone_Worker;NR;5843
202002;JO;Lualaba;Lualaba;Home_Activity_Zone_Resident;4;NR;268
202002;JO;Lualaba;Lualaba;Home_Activity_Zone_Resident;Outside_Worker;NR;577
202002;JO;Lualaba;Lualaba;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;143650
202002;JO;Mai-Ndombe;Inconnue;Outside_Resident;Outside_Worker;NR;114
202002;JO;Mai-Ndombe;Mai-Ndombe;Outside_Resident;Outside_Worker;NR;117
202002;JO;Mai-Ndombe;Mai-Ndombe;Outside_Resident;Home_Activity_Zone_Worker;NR;77
202002;JO;Mai-Ndombe;Mai-Ndombe;Home_Activity_Zone_Resident;Outside_Worker;NR;39
202002;JO;Maniema;Inconnue;Outside_Resident;Outside_Worker;NR;39
202002;JO;Maniema;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;117
202002;JO;Maniema;Maniema;Outside_Resident;Outside_Worker;NR;230
202002;JO;Maniema;Maniema;Outside_Resident;Home_Activity_Zone_Worker;NR;697
202002;JO;Maniema;Maniema;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;1352
202002;JO;Mongala;Inconnue;Outside_Resident;Outside_Worker;NR;346
202002;JO;Mongala;Inconnue;Outside_Resident;Home_Zone_Worker;NR;77
202002;JO;Mongala;Mongala;Outside_Resident;Outside_Worker;NR;229
202002;JO;Mongala;Mongala;Outside_Resident;Home_Activity_Zone_Worker;NR;153
202002;JO;Mongala;Mongala;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;39
202002;JO;Nord-Kivu;Inconnue;Outside_Resident;4;NR;38
202002;JO;Nord-Kivu;Inconnue;Outside_Resident;Outside_Worker;NR;3264
202002;JO;Nord-Kivu;Inconnue;Outside_Resident;Home_Zone_Worker;NR;1239
202002;JO;Nord-Kivu;Inconnue;Home_Zone_Resident;Outside_Worker;NR;1867
202002;JO;Nord-Kivu;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;3001
202002;JO;Nord-Kivu;Ituri;Home_Zone_Resident;Home_Zone_Worker;NR;39
202002;JO;Nord-Kivu;Nord-Kivu;4;4;NR;308
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;4;NR;77
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;Outside_Worker;NR;6650
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;Home_Activity_Zone_Worker;NR;6966
202002;JO;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;Outside_Worker;NR;1008
202002;JO;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;33729
202002;JO;Nord-Kivu;Sud-Kivu;4;4;NR;38
202002;JO;Nord-Kivu;Sud-Kivu;Home_Zone_Resident;Outside_Worker;NR;38
202002;JO;Nord-Kivu;Sud-Kivu;Home_Zone_Resident;Home_Zone_Worker;NR;39
202002;JO;Nord-Ubangi;Inconnue;Outside_Resident;Outside_Worker;NR;119
202002;JO;Nord-Ubangi;Nord-Ubangi;Outside_Resident;Outside_Worker;NR;384
202002;JO;Nord-Ubangi;Nord-Ubangi;Outside_Resident;Home_Activity_Zone_Worker;NR;153
202002;JO;Nord-Ubangi;Nord-Ubangi;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;390
202002;JO;Sankuru;Inconnue;Outside_Resident;Outside_Worker;NR;115
202002;JO;Sankuru;Inconnue;Outside_Resident;Home_Zone_Worker;NR;77
202002;JO;Sankuru;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;39
202002;JO;Sankuru;Sankuru;4;4;NR;39
202002;JO;Sankuru;Sankuru;Outside_Resident;Outside_Worker;NR;382
202002;JO;Sankuru;Sankuru;Outside_Resident;Home_Activity_Zone_Worker;NR;579
202002;JO;Sankuru;Sankuru;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;78
202002;JO;Sud-Kivu;Inconnue;4;4;NR;78
202002;JO;Sud-Kivu;Inconnue;Outside_Resident;Outside_Worker;NR;3120
202002;JO;Sud-Kivu;Inconnue;Outside_Resident;Home_Zone_Worker;NR;1207
202002;JO;Sud-Kivu;Inconnue;Home_Zone_Resident;Outside_Worker;NR;502
202002;JO;Sud-Kivu;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;1705
202002;JO;Sud-Kivu;Nord-Kivu;Outside_Resident;Outside_Worker;NR;39
202002;JO;Sud-Kivu;Nord-Kivu;Outside_Resident;Home_Zone_Worker;NR;39
202002;JO;Sud-Kivu;Nord-Kivu;Activity_Zone_Resident;Activity_Zone_Worker;NR;77
202002;JO;Sud-Kivu;Nord-Kivu;Home_Zone_Resident;Home_Zone_Worker;NR;191
202002;JO;Sud-Kivu;Sud-Kivu;4;4;NR;76
202002;JO;Sud-Kivu;Sud-Kivu;4;Home_Activity_Zone_Worker;NR;38
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;4;NR;37
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;Outside_Worker;NR;5651
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;Home_Activity_Zone_Worker;NR;4360
202002;JO;Sud-Kivu;Sud-Kivu;Home_Activity_Zone_Resident;4;NR;38
202002;JO;Sud-Kivu;Sud-Kivu;Home_Activity_Zone_Resident;Outside_Worker;NR;578
202002;JO;Sud-Kivu;Sud-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;18509
202002;JO;Sud-Ubangi;Inconnue;Outside_Resident;Outside_Worker;NR;155
202002;JO;Sud-Ubangi;Inconnue;Outside_Resident;Home_Zone_Worker;NR;39
202002;JO;Sud-Ubangi;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;153
202002;JO;Sud-Ubangi;Sud-Ubangi;Outside_Resident;Outside_Worker;NR;508
202002;JO;Sud-Ubangi;Sud-Ubangi;Outside_Resident;Home_Activity_Zone_Worker;NR;388
202002;JO;Sud-Ubangi;Sud-Ubangi;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;268
202002;JO;Tanganyika;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;NR;38
202002;JO;Tanganyika;Haut-Katanga;Home_Zone_Resident;Home_Zone_Worker;NR;38
202002;JO;Tanganyika;Inconnue;Outside_Resident;Outside_Worker;NR;617
202002;JO;Tanganyika;Inconnue;Home_Zone_Resident;Outside_Worker;NR;38
202002;JO;Tanganyika;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;77
202002;JO;Tanganyika;Tanganyika;4;4;NR;190
202002;JO;Tanganyika;Tanganyika;Outside_Resident;4;NR;78
202002;JO;Tanganyika;Tanganyika;Outside_Resident;Outside_Worker;NR;578
202002;JO;Tanganyika;Tanganyika;Outside_Resident;Home_Activity_Zone_Worker;NR;382
202002;JO;Tanganyika;Tanganyika;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;853
202002;JO;Tshopo;Inconnue;Outside_Resident;Outside_Worker;NR;931
202002;JO;Tshopo;Inconnue;Outside_Resident;Home_Zone_Worker;NR;271
202002;JO;Tshopo;Inconnue;Home_Zone_Resident;Outside_Worker;NR;39
202002;JO;Tshopo;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;194
202002;JO;Tshopo;Tshopo;Outside_Resident;Outside_Worker;NR;2525
202002;JO;Tshopo;Tshopo;Outside_Resident;Home_Activity_Zone_Worker;NR;1472
202002;JO;Tshopo;Tshopo;Home_Activity_Zone_Resident;Outside_Worker;NR;76
202002;JO;Tshopo;Tshopo;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;5112
202002;JO;Tshuapa;Inconnue;Outside_Resident;Outside_Worker;NR;39
202002;JO;Tshuapa;Inconnue;Outside_Resident;Home_Zone_Worker;NR;39
202002;JO;Tshuapa;Tshuapa;Outside_Resident;Outside_Worker;NR;155
202002;JO;Tshuapa;Tshuapa;Outside_Resident;Home_Activity_Zone_Worker;NR;421
202002;JO;Tshuapa;Tshuapa;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;654
202002;WE;Bas-Uele;Bas-Uele;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;710
202002;WE;Bas-Uele;Inconnue;Outside_Resident;Outside_Worker;NR;40
202002;WE;Bas-Uele;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;39
202002;WE;Equateur;Equateur;4;4;NR;38
202002;WE;Equateur;Equateur;Outside_Resident;Outside_Worker;NR;155
202002;WE;Equateur;Equateur;Outside_Resident;Home_Activity_Zone_Worker;NR;77
202002;WE;Equateur;Equateur;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;312
202002;WE;Equateur;Inconnue;Outside_Resident;Outside_Worker;NR;38
202002;WE;Equateur;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;38
202002;WE;Haut-Katanga;Haut-Katanga;4;4;NR;1582
202002;WE;Haut-Katanga;Haut-Katanga;4;Home_Activity_Zone_Worker;NR;312
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;4;NR;354
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Outside_Worker;NR;18643
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Home_Activity_Zone_Worker;NR;34467
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;4;NR;38
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Outside_Worker;NR;1654
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;295332
202002;WE;Haut-Katanga;Inconnue;4;4;NR;39
202002;WE;Haut-Katanga;Inconnue;4;Home_Zone_Worker;NR;40
202002;WE;Haut-Katanga;Inconnue;Outside_Resident;Outside_Worker;NR;5074
202002;WE;Haut-Katanga;Inconnue;Outside_Resident;Home_Zone_Worker;NR;3854
202002;WE;Haut-Katanga;Inconnue;Home_Zone_Resident;Outside_Worker;NR;1065
202002;WE;Haut-Katanga;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;19042
202002;WE;Haut-Katanga;Kinshasa;4;4;NR;40
202002;WE;Haut-Katanga;Kinshasa;Home_Zone_Resident;Home_Zone_Worker;NR;118
202002;WE;Haut-Katanga;Lualaba;Home_Zone_Resident;Outside_Worker;NR;40
202002;WE;Haut-Katanga;Lualaba;Home_Zone_Resident;Home_Zone_Worker;NR;513
202002;WE;Haut-Lomami;Haut-Lomami;4;4;NR;77
202002;WE;Haut-Lomami;Haut-Lomami;4;Outside_Worker;NR;38
202002;WE;Haut-Lomami;Haut-Lomami;4;Home_Activity_Zone_Worker;NR;79
202002;WE;Haut-Lomami;Haut-Lomami;Outside_Resident;Outside_Worker;NR;396
202002;WE;Haut-Lomami;Haut-Lomami;Outside_Resident;Home_Activity_Zone_Worker;NR;79
202002;WE;Haut-Lomami;Haut-Lomami;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;430
202002;WE;Haut-Lomami;Inconnue;Outside_Resident;Outside_Worker;NR;238
202002;WE;Haut-Lomami;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;78
202002;WE;Haut-Uele;Haut-Uele;Outside_Resident;Outside_Worker;NR;39
202002;WE;Haut-Uele;Inconnue;Outside_Resident;Outside_Worker;NR;39
202002;WE;Inconnue;Bas-Uele;Outside_Resident;Outside_Worker;NR;507
202002;WE;Inconnue;Bas-Uele;Outside_Resident;Activity_Zone_Worker;NR;79
202002;WE;Inconnue;Bas-Uele;Activity_Zone_Resident;Activity_Zone_Worker;NR;115
202002;WE;Inconnue;Equateur;Outside_Resident;Outside_Worker;NR;675
202002;WE;Inconnue;Equateur;Outside_Resident;Activity_Zone_Worker;NR;195
202002;WE;Inconnue;Equateur;Activity_Zone_Resident;Activity_Zone_Worker;NR;275
202002;WE;Inconnue;Haut-Katanga;4;4;NR;594
202002;WE;Inconnue;Haut-Katanga;4;Activity_Zone_Worker;NR;38
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;4;NR;948
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Outside_Worker;NR;57736
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;NR;136356
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;4;NR;38
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;Outside_Worker;NR;1383
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;NR;137164
202002;WE;Inconnue;Haut-Lomami;Outside_Resident;4;NR;38
202002;WE;Inconnue;Haut-Lomami;Outside_Resident;Outside_Worker;NR;1953
202002;WE;Inconnue;Haut-Lomami;Outside_Resident;Activity_Zone_Worker;NR;637
202002;WE;Inconnue;Haut-Lomami;Activity_Zone_Resident;Activity_Zone_Worker;NR;438
202002;WE;Inconnue;Haut-Uele;Outside_Resident;Outside_Worker;NR;394
202002;WE;Inconnue;Haut-Uele;Outside_Resident;Activity_Zone_Worker;NR;116
202002;WE;Inconnue;Inconnue;4;4;NR;61052
202002;WE;Inconnue;Inconnue;4;Outside_Worker;NR;7023
202002;WE;Inconnue;Inconnue;Outside_Resident;4;NR;35712
202002;WE;Inconnue;Inconnue;Outside_Resident;Outside_Worker;NR;109446
202002;WE;Inconnue;Ituri;Outside_Resident;Outside_Worker;NR;1030
202002;WE;Inconnue;Ituri;Outside_Resident;Activity_Zone_Worker;NR;1502
202002;WE;Inconnue;Ituri;Activity_Zone_Resident;Outside_Worker;NR;81
202002;WE;Inconnue;Ituri;Activity_Zone_Resident;Activity_Zone_Worker;NR;751
202002;WE;Inconnue;Kasai;4;4;NR;77
202002;WE;Inconnue;Kasai;Outside_Resident;Outside_Worker;NR;2026
202002;WE;Inconnue;Kasai;Outside_Resident;Activity_Zone_Worker;NR;435
202002;WE;Inconnue;Kasai;Activity_Zone_Resident;Activity_Zone_Worker;NR;271
202002;WE;Inconnue;Kasai-Central;4;Activity_Zone_Worker;NR;79
202002;WE;Inconnue;Kasai-Central;Outside_Resident;4;NR;78
202002;WE;Inconnue;Kasai-Central;Outside_Resident;Outside_Worker;NR;2730
202002;WE;Inconnue;Kasai-Central;Outside_Resident;Activity_Zone_Worker;NR;955
202002;WE;Inconnue;Kasai-Central;Activity_Zone_Resident;Outside_Worker;NR;156
202002;WE;Inconnue;Kasai-Central;Activity_Zone_Resident;Activity_Zone_Worker;NR;824
202002;WE;Inconnue;Kasai-Oriental;4;4;NR;79
202002;WE;Inconnue;Kasai-Oriental;4;Activity_Zone_Worker;NR;40
202002;WE;Inconnue;Kasai-Oriental;Outside_Resident;Outside_Worker;NR;9893
202002;WE;Inconnue;Kasai-Oriental;Outside_Resident;Activity_Zone_Worker;NR;3139
202002;WE;Inconnue;Kasai-Oriental;Activity_Zone_Resident;4;NR;40
202002;WE;Inconnue;Kasai-Oriental;Activity_Zone_Resident;Activity_Zone_Worker;NR;1432
202002;WE;Inconnue;Kinshasa;4;4;NR;3129
202002;WE;Inconnue;Kinshasa;4;Outside_Worker;NR;158
202002;WE;Inconnue;Kinshasa;4;Activity_Zone_Worker;NR;550
202002;WE;Inconnue;Kinshasa;Outside_Resident;4;NR;1145
202002;WE;Inconnue;Kinshasa;Outside_Resident;Outside_Worker;NR;55681
202002;WE;Inconnue;Kinshasa;Outside_Resident;Activity_Zone_Worker;NR;29047
202002;WE;Inconnue;Kinshasa;Activity_Zone_Resident;4;NR;117
202002;WE;Inconnue;Kinshasa;Activity_Zone_Resident;Outside_Worker;NR;863
202002;WE;Inconnue;Kinshasa;Activity_Zone_Resident;Activity_Zone_Worker;NR;40867
202002;WE;Inconnue;Kongo-Central;4;4;NR;2892
202002;WE;Inconnue;Kongo-Central;4;Outside_Worker;NR;156
202002;WE;Inconnue;Kongo-Central;4;Activity_Zone_Worker;NR;986
202002;WE;Inconnue;Kongo-Central;Outside_Resident;4;NR;871
202002;WE;Inconnue;Kongo-Central;Outside_Resident;Outside_Worker;NR;89159
202002;WE;Inconnue;Kongo-Central;Outside_Resident;Activity_Zone_Worker;NR;104320
202002;WE;Inconnue;Kongo-Central;Activity_Zone_Resident;4;NR;118
202002;WE;Inconnue;Kongo-Central;Activity_Zone_Resident;Outside_Worker;NR;4236
202002;WE;Inconnue;Kongo-Central;Activity_Zone_Resident;Activity_Zone_Worker;NR;248507
202002;WE;Inconnue;Kwango;Outside_Resident;Outside_Worker;NR;355
202002;WE;Inconnue;Kwango;Outside_Resident;Activity_Zone_Worker;NR;589
202002;WE;Inconnue;Kwango;Activity_Zone_Resident;Activity_Zone_Worker;NR;79
202002;WE;Inconnue;Kwilu;Outside_Resident;4;NR;79
202002;WE;Inconnue;Kwilu;Outside_Resident;Outside_Worker;NR;2614
202002;WE;Inconnue;Kwilu;Outside_Resident;Activity_Zone_Worker;NR;1745
202002;WE;Inconnue;Kwilu;Activity_Zone_Resident;Activity_Zone_Worker;NR;78
202002;WE;Inconnue;Lomami;4;4;NR;39
202002;WE;Inconnue;Lomami;Outside_Resident;4;NR;39
202002;WE;Inconnue;Lomami;Outside_Resident;Outside_Worker;NR;4251
202002;WE;Inconnue;Lomami;Outside_Resident;Activity_Zone_Worker;NR;1747
202002;WE;Inconnue;Lomami;Activity_Zone_Resident;Activity_Zone_Worker;NR;948
202002;WE;Inconnue;Lualaba;4;4;NR;240
202002;WE;Inconnue;Lualaba;4;Outside_Worker;NR;39
202002;WE;Inconnue;Lualaba;Outside_Resident;4;NR;511
202002;WE;Inconnue;Lualaba;Outside_Resident;Outside_Worker;NR;14512
202002;WE;Inconnue;Lualaba;Outside_Resident;Activity_Zone_Worker;NR;10387
202002;WE;Inconnue;Lualaba;Activity_Zone_Resident;4;NR;79
202002;WE;Inconnue;Lualaba;Activity_Zone_Resident;Outside_Worker;NR;272
202002;WE;Inconnue;Lualaba;Activity_Zone_Resident;Activity_Zone_Worker;NR;10492
202002;WE;Inconnue;Mai-Ndombe;Outside_Resident;Outside_Worker;NR;396
202002;WE;Inconnue;Mai-Ndombe;Outside_Resident;Activity_Zone_Worker;NR;117
202002;WE;Inconnue;Maniema;Outside_Resident;Outside_Worker;NR;634
202002;WE;Inconnue;Maniema;Outside_Resident;Activity_Zone_Worker;NR;1590
202002;WE;Inconnue;Maniema;Activity_Zone_Resident;Outside_Worker;NR;40
202002;WE;Inconnue;Maniema;Activity_Zone_Resident;Activity_Zone_Worker;NR;315
202002;WE;Inconnue;Mongala;Outside_Resident;Outside_Worker;NR;747
202002;WE;Inconnue;Mongala;Outside_Resident;Activity_Zone_Worker;NR;276
202002;WE;Inconnue;Mongala;Activity_Zone_Resident;Activity_Zone_Worker;NR;40
202002;WE;Inconnue;Nord-Kivu;Outside_Resident;4;NR;194
202002;WE;Inconnue;Nord-Kivu;Outside_Resident;Outside_Worker;NR;17561
202002;WE;Inconnue;Nord-Kivu;Outside_Resident;Activity_Zone_Worker;NR;16275
202002;WE;Inconnue;Nord-Kivu;Activity_Zone_Resident;Outside_Worker;NR;275
202002;WE;Inconnue;Nord-Kivu;Activity_Zone_Resident;Activity_Zone_Worker;NR;7143
202002;WE;Inconnue;Nord-Ubangi;Outside_Resident;Outside_Worker;NR;355
202002;WE;Inconnue;Nord-Ubangi;Outside_Resident;Activity_Zone_Worker;NR;391
202002;WE;Inconnue;Nord-Ubangi;Activity_Zone_Resident;Activity_Zone_Worker;NR;40
202002;WE;Inconnue;Sankuru;Outside_Resident;Outside_Worker;NR;468
202002;WE;Inconnue;Sankuru;Outside_Resident;Activity_Zone_Worker;NR;709
202002;WE;Inconnue;Sankuru;Activity_Zone_Resident;Activity_Zone_Worker;NR;39
202002;WE;Inconnue;Sud-Kivu;4;4;NR;158
202002;WE;Inconnue;Sud-Kivu;Outside_Resident;4;NR;38
202002;WE;Inconnue;Sud-Kivu;Outside_Resident;Outside_Worker;NR;15942
202002;WE;Inconnue;Sud-Kivu;Outside_Resident;Activity_Zone_Worker;NR;11304
202002;WE;Inconnue;Sud-Kivu;Activity_Zone_Resident;Outside_Worker;NR;235
202002;WE;Inconnue;Sud-Kivu;Activity_Zone_Resident;Activity_Zone_Worker;NR;5111
202002;WE;Inconnue;Sud-Ubangi;Outside_Resident;4;NR;39
202002;WE;Inconnue;Sud-Ubangi;Outside_Resident;Outside_Worker;NR;1027
202002;WE;Inconnue;Sud-Ubangi;Outside_Resident;Activity_Zone_Worker;NR;828
202002;WE;Inconnue;Sud-Ubangi;Activity_Zone_Resident;Activity_Zone_Worker;NR;116
202002;WE;Inconnue;Tanganyika;Outside_Resident;Outside_Worker;NR;1188
202002;WE;Inconnue;Tanganyika;Outside_Resident;Activity_Zone_Worker;NR;715
202002;WE;Inconnue;Tanganyika;Activity_Zone_Resident;Activity_Zone_Worker;NR;197
202002;WE;Inconnue;Tshopo;Outside_Resident;Outside_Worker;NR;6233
202002;WE;Inconnue;Tshopo;Outside_Resident;Activity_Zone_Worker;NR;4388
202002;WE;Inconnue;Tshopo;Activity_Zone_Resident;Activity_Zone_Worker;NR;586
202002;WE;Inconnue;Tshuapa;Outside_Resident;Outside_Worker;NR;313
202002;WE;Inconnue;Tshuapa;Outside_Resident;Activity_Zone_Worker;NR;949
202002;WE;Inconnue;Tshuapa;Activity_Zone_Resident;Activity_Zone_Worker;NR;197
202002;WE;Ituri;Inconnue;Outside_Resident;Outside_Worker;NR;156
202002;WE;Ituri;Inconnue;Home_Zone_Resident;Outside_Worker;NR;314
202002;WE;Ituri;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;117
202002;WE;Ituri;Ituri;4;4;NR;120
202002;WE;Ituri;Ituri;Outside_Resident;Outside_Worker;NR;396
202002;WE;Ituri;Ituri;Outside_Resident;Home_Activity_Zone_Worker;NR;157
202002;WE;Ituri;Ituri;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;1896
202002;WE;Kasai;Inconnue;Outside_Resident;Outside_Worker;NR;157
202002;WE;Kasai;Inconnue;Home_Zone_Resident;Outside_Worker;NR;119
202002;WE;Kasai;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;156
202002;WE;Kasai;Kasai;4;Home_Activity_Zone_Worker;NR;38
202002;WE;Kasai;Kasai;Outside_Resident;Outside_Worker;NR;437
202002;WE;Kasai;Kasai;Outside_Resident;Home_Activity_Zone_Worker;NR;198
202002;WE;Kasai;Kasai;Home_Activity_Zone_Resident;Outside_Worker;NR;38
202002;WE;Kasai;Kasai;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;158
202002;WE;Kasai-Central;Inconnue;Outside_Resident;4;NR;38
202002;WE;Kasai-Central;Inconnue;Outside_Resident;Outside_Worker;NR;78
202002;WE;Kasai-Central;Inconnue;Outside_Resident;Home_Zone_Worker;NR;39
202002;WE;Kasai-Central;Inconnue;Home_Zone_Resident;Outside_Worker;NR;40
202002;WE;Kasai-Central;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;238
202002;WE;Kasai-Central;Kasai-Central;4;4;NR;157
202002;WE;Kasai-Central;Kasai-Central;Outside_Resident;Outside_Worker;NR;279
202002;WE;Kasai-Central;Kasai-Central;Outside_Resident;Home_Activity_Zone_Worker;NR;311
202002;WE;Kasai-Central;Kasai-Central;Home_Activity_Zone_Resident;4;NR;39
202002;WE;Kasai-Central;Kasai-Central;Home_Activity_Zone_Resident;Outside_Worker;NR;39
202002;WE;Kasai-Central;Kasai-Central;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;871
202002;WE;Kasai-Central;Lomami;Outside_Resident;Outside_Worker;NR;39
202002;WE;Kasai-Oriental;Inconnue;Outside_Resident;Outside_Worker;NR;631
202002;WE;Kasai-Oriental;Inconnue;Outside_Resident;Home_Zone_Worker;NR;39
202002;WE;Kasai-Oriental;Inconnue;Home_Zone_Resident;Outside_Worker;NR;38
202002;WE;Kasai-Oriental;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;476
202002;WE;Kasai-Oriental;Kasai-Central;Activity_Zone_Resident;Activity_Zone_Worker;NR;39
202002;WE;Kasai-Oriental;Kasai-Oriental;4;4;NR;156
202002;WE;Kasai-Oriental;Kasai-Oriental;Outside_Resident;Outside_Worker;NR;1346
202002;WE;Kasai-Oriental;Kasai-Oriental;Outside_Resident;Home_Activity_Zone_Worker;NR;672
202002;WE;Kasai-Oriental;Kasai-Oriental;Home_Activity_Zone_Resident;4;NR;39
202002;WE;Kasai-Oriental;Kasai-Oriental;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;3644
202002;WE;Kinshasa;Haut-Katanga;Home_Zone_Resident;Home_Zone_Worker;NR;39
202002;WE;Kinshasa;Inconnue;4;4;NR;590
202002;WE;Kinshasa;Inconnue;4;Home_Zone_Worker;NR;79
202002;WE;Kinshasa;Inconnue;Outside_Resident;4;NR;232
202002;WE;Kinshasa;Inconnue;Outside_Resident;Outside_Worker;NR;5199
202002;WE;Kinshasa;Inconnue;Outside_Resident;Home_Zone_Worker;NR;988
202002;WE;Kinshasa;Inconnue;Home_Zone_Resident;Outside_Worker;NR;1186
202002;WE;Kinshasa;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;8237
202002;WE;Kinshasa;Kinshasa;4;4;NR;22791
202002;WE;Kinshasa;Kinshasa;4;Outside_Worker;NR;273
202002;WE;Kinshasa;Kinshasa;4;Home_Activity_Zone_Worker;NR;1665
202002;WE;Kinshasa;Kinshasa;Outside_Resident;4;NR;1741
202002;WE;Kinshasa;Kinshasa;Outside_Resident;Outside_Worker;NR;23806
202002;WE;Kinshasa;Kinshasa;Outside_Resident;Home_Activity_Zone_Worker;NR;11734
202002;WE;Kinshasa;Kinshasa;Home_Activity_Zone_Resident;4;NR;872
202002;WE;Kinshasa;Kinshasa;Home_Activity_Zone_Resident;Outside_Worker;NR;2494
202002;WE;Kinshasa;Kinshasa;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;NR;236181
202002;WE;Kinshasa;Kongo-Central;4;4;NR;38
202002;WE;Kinshasa;Kongo-Central;Outside_Resident;Outside_Worker;NR;588
202002;WE;Kinshasa;Kongo-Central;Outside_Resident;Activity_Zone_Worker;NR;359
202002;WE;Kinshasa;Kongo-Central;Outside_Resident;Home_Zone_Worker;NR;79
202002;WE;Kinshasa;Kongo-Central;Activity_Zone_Resident;Activity_Zone_Worker;NR;3105
202002;WE;Kinshasa;Kongo-Central;Activity_Zone_Resident;Home_Zone_Worker;NR;118
202002;WE;Kinshasa;Kongo-Central;Home_Zone_Resident;Activity_Zone_Worker;NR;352
202002;WE;Kinshasa;Kongo-Central;Home_Zone_Resident;Home_Zone_Worker;NR;2495
202002;WE;Kinshasa;Nord-Kivu;Home_Zone_Resident;Home_Zone_Worker;NR;39
202002;WE;Kinshasa;Tshopo;Home_Zone_Resident;Home_Zone_Worker;NR;40
202002;WE;Kongo-Central;Inconnue;4;4;NR;554
202002;WE;Kongo-Central;Inconnue;Outside_Resident;4;NR;117
202002;WE;Kongo-Central;Inconnue;Outside_Resident;Outside_Worker;NR;10318
202002;WE;Kongo-Central;Inconnue;Outside_Resident;Home_Zone_Worker;NR;4242
202002;WE;Kongo-Central;Inconnue;Home_Zone_Resident;4;NR;80
202002;WE;Kongo-Central;Inconnue;Home_Zone_Resident;Outside_Worker;NR;5867
202002;WE;Kongo-Central;Inconnue;Home_Zone_Resident;Home_Zone_Worker;NR;53048
202002;WE;Kongo-Central;Kinshasa;Outside_Resident;Outside_Worker;NR;275
202002;WE;Kongo-Central;Kinshasa;Outside_Resident;Home_Zone_Worker;NR;159
