Period;Day_type;NightZone;DayZone;Home_Category;Activity_Category;Age;Volume
202002;JO;Lualaba;Lualaba;Home_Activity_Zone_Resident;4;<18;22
202002;JO;Lualaba;Lualaba;Home_Activity_Zone_Resident;Outside_Worker;25-34;30
202002;JO;Lualaba;Lualaba;Home_Activity_Zone_Resident;Outside_Worker;<18;69
202002;JO;Lualaba;Lualaba;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;18-24;17147
202002;JO;Lualaba;Lualaba;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;25-34;37367
202002;JO;Lualaba;Lualaba;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;35-44;21862
202002;JO;Lualaba;Lualaba;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;45-54;11967
202002;JO;Lualaba;Lualaba;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;55-64;6182
202002;JO;Lualaba;Lualaba;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;<18;46479
202002;JO;Lualaba;Lualaba;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;>65;2587
202002;JO;Maniema;Inconnue;Home_Zone_Resident;Home_Zone_Worker;<18;24
202002;JO;Maniema;Maniema;Outside_Resident;Outside_Worker;25-34;22
202002;JO;Maniema;Maniema;Outside_Resident;Outside_Worker;<18;45
202002;JO;Maniema;Maniema;Outside_Resident;Home_Activity_Zone_Worker;25-34;91
202002;JO;Maniema;Maniema;Outside_Resident;Home_Activity_Zone_Worker;<18;211
202002;JO;Maniema;Maniema;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;18-24;24
202002;JO;Maniema;Maniema;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;25-34;194
202002;JO;Maniema;Maniema;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;35-44;26
202002;JO;Maniema;Maniema;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;<18;367
202002;JO;Mongala;Mongala;Outside_Resident;Outside_Worker;<18;23
202002;JO;Nord-Kivu;Inconnue;Outside_Resident;Outside_Worker;18-24;478
202002;JO;Nord-Kivu;Inconnue;Outside_Resident;Outside_Worker;25-34;774
202002;JO;Nord-Kivu;Inconnue;Outside_Resident;Outside_Worker;35-44;333
202002;JO;Nord-Kivu;Inconnue;Outside_Resident;Outside_Worker;<18;1165
202002;JO;Nord-Kivu;Inconnue;Outside_Resident;Home_Zone_Worker;18-24;88
202002;JO;Nord-Kivu;Inconnue;Outside_Resident;Home_Zone_Worker;25-34;244
202002;JO;Nord-Kivu;Inconnue;Outside_Resident;Home_Zone_Worker;<18;321
202002;JO;Nord-Kivu;Inconnue;Home_Zone_Resident;Outside_Worker;18-24;223
202002;JO;Nord-Kivu;Inconnue;Home_Zone_Resident;Outside_Worker;25-34;437
202002;JO;Nord-Kivu;Inconnue;Home_Zone_Resident;Outside_Worker;35-44;115
202002;JO;Nord-Kivu;Inconnue;Home_Zone_Resident;Outside_Worker;<18;459
202002;JO;Nord-Kivu;Inconnue;Home_Zone_Resident;Home_Zone_Worker;18-24;536
202002;JO;Nord-Kivu;Inconnue;Home_Zone_Resident;Home_Zone_Worker;25-34;777
202002;JO;Nord-Kivu;Inconnue;Home_Zone_Resident;Home_Zone_Worker;35-44;361
202002;JO;Nord-Kivu;Inconnue;Home_Zone_Resident;Home_Zone_Worker;45-54;89
202002;JO;Nord-Kivu;Inconnue;Home_Zone_Resident;Home_Zone_Worker;<18;785
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;Outside_Worker;18-24;1118
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;Outside_Worker;25-34;1652
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;Outside_Worker;35-44;823
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;Outside_Worker;45-54;359
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;Outside_Worker;55-64;22
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;Outside_Worker;<18;2290
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;Home_Activity_Zone_Worker;18-24;1090
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;Home_Activity_Zone_Worker;25-34;1776
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;Home_Activity_Zone_Worker;35-44;954
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;Home_Activity_Zone_Worker;45-54;462
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;Home_Activity_Zone_Worker;55-64;123
202002;JO;Nord-Kivu;Nord-Kivu;Outside_Resident;Home_Activity_Zone_Worker;<18;2139
202002;JO;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;Outside_Worker;18-24;73
202002;JO;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;Outside_Worker;25-34;133
202002;JO;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;Outside_Worker;<18;197
202002;JO;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;18-24;5936
202002;JO;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;25-34;8933
202002;JO;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;35-44;4763
202002;JO;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;45-54;2486
202002;JO;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;55-64;1071
202002;JO;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;<18;10069
202002;JO;Nord-Kivu;Nord-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;>65;359
202002;JO;Nord-Kivu;Sud-Kivu;4;4;<18;38
202002;JO;Nord-Ubangi;Inconnue;Outside_Resident;Outside_Worker;18-24;34
202002;JO;Nord-Ubangi;Nord-Ubangi;Outside_Resident;Outside_Worker;<18;32
202002;JO;Nord-Ubangi;Nord-Ubangi;Outside_Resident;Home_Activity_Zone_Worker;25-34;21
202002;JO;Nord-Ubangi;Nord-Ubangi;Outside_Resident;Home_Activity_Zone_Worker;<18;23
202002;JO;Nord-Ubangi;Nord-Ubangi;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;<18;55
202002;JO;Sankuru;Inconnue;Outside_Resident;Outside_Worker;<18;41
202002;JO;Sankuru;Inconnue;Outside_Resident;Home_Zone_Worker;25-34;38
202002;JO;Sankuru;Sankuru;Outside_Resident;Outside_Worker;<18;48
202002;JO;Sankuru;Sankuru;Outside_Resident;Home_Activity_Zone_Worker;18-24;30
202002;JO;Sankuru;Sankuru;Outside_Resident;Home_Activity_Zone_Worker;25-34;96
202002;JO;Sankuru;Sankuru;Outside_Resident;Home_Activity_Zone_Worker;<18;75
202002;JO;Sud-Kivu;Inconnue;Outside_Resident;Outside_Worker;18-24;455
202002;JO;Sud-Kivu;Inconnue;Outside_Resident;Outside_Worker;25-34;710
202002;JO;Sud-Kivu;Inconnue;Outside_Resident;Outside_Worker;35-44;195
202002;JO;Sud-Kivu;Inconnue;Outside_Resident;Outside_Worker;45-54;44
202002;JO;Sud-Kivu;Inconnue;Outside_Resident;Outside_Worker;<18;1103
202002;JO;Sud-Kivu;Inconnue;Outside_Resident;Home_Zone_Worker;18-24;63
202002;JO;Sud-Kivu;Inconnue;Outside_Resident;Home_Zone_Worker;25-34;225
202002;JO;Sud-Kivu;Inconnue;Outside_Resident;Home_Zone_Worker;<18;310
202002;JO;Sud-Kivu;Inconnue;Home_Zone_Resident;Outside_Worker;25-34;29
202002;JO;Sud-Kivu;Inconnue;Home_Zone_Resident;Outside_Worker;<18;91
202002;JO;Sud-Kivu;Inconnue;Home_Zone_Resident;Home_Zone_Worker;18-24;173
202002;JO;Sud-Kivu;Inconnue;Home_Zone_Resident;Home_Zone_Worker;25-34;420
202002;JO;Sud-Kivu;Inconnue;Home_Zone_Resident;Home_Zone_Worker;35-44;47
202002;JO;Sud-Kivu;Inconnue;Home_Zone_Resident;Home_Zone_Worker;<18;446
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;4;35-44;37
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;Outside_Worker;18-24;981
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;Outside_Worker;25-34;1389
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;Outside_Worker;35-44;693
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;Outside_Worker;45-54;245
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;Outside_Worker;55-64;66
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;Outside_Worker;<18;1865
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;Home_Activity_Zone_Worker;18-24;692
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;Home_Activity_Zone_Worker;25-34;1115
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;Home_Activity_Zone_Worker;35-44;551
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;Home_Activity_Zone_Worker;45-54;215
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;Home_Activity_Zone_Worker;55-64;26
202002;JO;Sud-Kivu;Sud-Kivu;Outside_Resident;Home_Activity_Zone_Worker;<18;1280
202002;JO;Sud-Kivu;Sud-Kivu;Home_Activity_Zone_Resident;Outside_Worker;18-24;23
202002;JO;Sud-Kivu;Sud-Kivu;Home_Activity_Zone_Resident;Outside_Worker;25-34;28
202002;JO;Sud-Kivu;Sud-Kivu;Home_Activity_Zone_Resident;Outside_Worker;<18;111
202002;JO;Sud-Kivu;Sud-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;18-24;3179
202002;JO;Sud-Kivu;Sud-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;25-34;5043
202002;JO;Sud-Kivu;Sud-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;35-44;2536
202002;JO;Sud-Kivu;Sud-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;45-54;1394
202002;JO;Sud-Kivu;Sud-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;55-64;717
202002;JO;Sud-Kivu;Sud-Kivu;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;<18;5308
202002;JO;Sud-Ubangi;Inconnue;Home_Zone_Resident;Home_Zone_Worker;<18;32
202002;JO;Sud-Ubangi;Sud-Ubangi;Outside_Resident;Outside_Worker;18-24;27
202002;JO;Sud-Ubangi;Sud-Ubangi;Outside_Resident;Outside_Worker;<18;101
202002;JO;Sud-Ubangi;Sud-Ubangi;Outside_Resident;Home_Activity_Zone_Worker;<18;49
202002;JO;Sud-Ubangi;Sud-Ubangi;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;<18;29
202002;JO;Tanganyika;Haut-Katanga;Home_Zone_Resident;Home_Zone_Worker;18-24;38
202002;JO;Tanganyika;Inconnue;Outside_Resident;Outside_Worker;25-34;80
202002;JO;Tanganyika;Inconnue;Outside_Resident;Outside_Worker;35-44;29
202002;JO;Tanganyika;Inconnue;Outside_Resident;Outside_Worker;<18;121
202002;JO;Tanganyika;Tanganyika;4;4;55-64;37
202002;JO;Tanganyika;Tanganyika;Outside_Resident;Outside_Worker;25-34;70
202002;JO;Tanganyika;Tanganyika;Outside_Resident;Outside_Worker;<18;44
202002;JO;Tanganyika;Tanganyika;Outside_Resident;Home_Activity_Zone_Worker;25-34;21
202002;JO;Tanganyika;Tanganyika;Outside_Resident;Home_Activity_Zone_Worker;<18;23
202002;JO;Tanganyika;Tanganyika;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;25-34;137
202002;JO;Tanganyika;Tanganyika;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;<18;163
202002;JO;Tshopo;Inconnue;Outside_Resident;Outside_Worker;25-34;71
202002;JO;Tshopo;Inconnue;Outside_Resident;Outside_Worker;<18;210
202002;JO;Tshopo;Inconnue;Outside_Resident;Home_Zone_Worker;25-34;25
202002;JO;Tshopo;Inconnue;Outside_Resident;Home_Zone_Worker;<18;21
202002;JO;Tshopo;Tshopo;Outside_Resident;Outside_Worker;18-24;297
202002;JO;Tshopo;Tshopo;Outside_Resident;Outside_Worker;25-34;593
202002;JO;Tshopo;Tshopo;Outside_Resident;Outside_Worker;35-44;219
202002;JO;Tshopo;Tshopo;Outside_Resident;Outside_Worker;<18;846
202002;JO;Tshopo;Tshopo;Outside_Resident;Home_Activity_Zone_Worker;18-24;89
202002;JO;Tshopo;Tshopo;Outside_Resident;Home_Activity_Zone_Worker;25-34;247
202002;JO;Tshopo;Tshopo;Outside_Resident;Home_Activity_Zone_Worker;35-44;90
202002;JO;Tshopo;Tshopo;Outside_Resident;Home_Activity_Zone_Worker;<18;372
202002;JO;Tshopo;Tshopo;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;18-24;702
202002;JO;Tshopo;Tshopo;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;25-34;1372
202002;JO;Tshopo;Tshopo;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;35-44;720
202002;JO;Tshopo;Tshopo;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;45-54;254
202002;JO;Tshopo;Tshopo;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;<18;1603
202002;JO;Tshuapa;Tshuapa;Outside_Resident;Outside_Worker;18-24;25
202002;JO;Tshuapa;Tshuapa;Outside_Resident;Outside_Worker;25-34;31
202002;JO;Tshuapa;Tshuapa;Outside_Resident;Outside_Worker;35-44;27
202002;JO;Tshuapa;Tshuapa;Outside_Resident;Outside_Worker;<18;64
202002;JO;Tshuapa;Tshuapa;Outside_Resident;Home_Activity_Zone_Worker;18-24;22
202002;JO;Tshuapa;Tshuapa;Outside_Resident;Home_Activity_Zone_Worker;25-34;78
202002;JO;Tshuapa;Tshuapa;Outside_Resident;Home_Activity_Zone_Worker;<18;81
202002;JO;Tshuapa;Tshuapa;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;25-34;46
202002;JO;Tshuapa;Tshuapa;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;<18;42
202002;WE;Bas-Uele;Bas-Uele;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;25-34;133
202002;WE;Bas-Uele;Bas-Uele;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;<18;215
202002;WE;Bas-Uele;Inconnue;Home_Zone_Resident;Home_Zone_Worker;<18;22
202002;WE;Equateur;Equateur;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;<18;27
202002;WE;Haut-Katanga;Haut-Katanga;4;4;18-24;49
202002;WE;Haut-Katanga;Haut-Katanga;4;4;25-34;348
202002;WE;Haut-Katanga;Haut-Katanga;4;4;35-44;235
202002;WE;Haut-Katanga;Haut-Katanga;4;4;45-54;44
202002;WE;Haut-Katanga;Haut-Katanga;4;4;<18;576
202002;WE;Haut-Katanga;Haut-Katanga;4;Home_Activity_Zone_Worker;18-24;47
202002;WE;Haut-Katanga;Haut-Katanga;4;Home_Activity_Zone_Worker;<18;30
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;4;25-34;29
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;4;35-44;21
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;4;<18;99
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Outside_Worker;18-24;2403
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Outside_Worker;25-34;4386
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Outside_Worker;35-44;2370
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Outside_Worker;45-54;1314
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Outside_Worker;55-64;681
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Outside_Worker;<18;7137
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Outside_Worker;>65;322
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Home_Activity_Zone_Worker;18-24;4243
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Home_Activity_Zone_Worker;25-34;8618
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Home_Activity_Zone_Worker;35-44;5173
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Home_Activity_Zone_Worker;45-54;2916
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Home_Activity_Zone_Worker;55-64;1588
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Home_Activity_Zone_Worker;<18;11152
202002;WE;Haut-Katanga;Haut-Katanga;Outside_Resident;Home_Activity_Zone_Worker;>65;746
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Outside_Worker;18-24;181
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Outside_Worker;25-34;382
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Outside_Worker;35-44;197
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Outside_Worker;45-54;52
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Outside_Worker;<18;567
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;18-24;35208
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;25-34;76079
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;35-44;46432
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;45-54;25376
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;55-64;13282
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;<18;92637
202002;WE;Haut-Katanga;Haut-Katanga;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;>65;6256
202002;WE;Haut-Katanga;Inconnue;4;Home_Zone_Worker;<18;26
202002;WE;Haut-Katanga;Inconnue;Outside_Resident;Outside_Worker;18-24;672
202002;WE;Haut-Katanga;Inconnue;Outside_Resident;Outside_Worker;25-34;1123
202002;WE;Haut-Katanga;Inconnue;Outside_Resident;Outside_Worker;35-44;642
202002;WE;Haut-Katanga;Inconnue;Outside_Resident;Outside_Worker;45-54;374
202002;WE;Haut-Katanga;Inconnue;Outside_Resident;Outside_Worker;55-64;69
202002;WE;Haut-Katanga;Inconnue;Outside_Resident;Outside_Worker;<18;1966
202002;WE;Haut-Katanga;Inconnue;Outside_Resident;Home_Zone_Worker;18-24;476
202002;WE;Haut-Katanga;Inconnue;Outside_Resident;Home_Zone_Worker;25-34;976
202002;WE;Haut-Katanga;Inconnue;Outside_Resident;Home_Zone_Worker;35-44;564
202002;WE;Haut-Katanga;Inconnue;Outside_Resident;Home_Zone_Worker;45-54;322
202002;WE;Haut-Katanga;Inconnue;Outside_Resident;Home_Zone_Worker;55-64;60
202002;WE;Haut-Katanga;Inconnue;Outside_Resident;Home_Zone_Worker;<18;1249
202002;WE;Haut-Katanga;Inconnue;Home_Zone_Resident;Outside_Worker;18-24;33
202002;WE;Haut-Katanga;Inconnue;Home_Zone_Resident;Outside_Worker;25-34;193
202002;WE;Haut-Katanga;Inconnue;Home_Zone_Resident;Outside_Worker;35-44;89
202002;WE;Haut-Katanga;Inconnue;Home_Zone_Resident;Outside_Worker;<18;341
202002;WE;Haut-Katanga;Inconnue;Home_Zone_Resident;Home_Zone_Worker;18-24;2492
202002;WE;Haut-Katanga;Inconnue;Home_Zone_Resident;Home_Zone_Worker;25-34;5036
202002;WE;Haut-Katanga;Inconnue;Home_Zone_Resident;Home_Zone_Worker;35-44;2918
202002;WE;Haut-Katanga;Inconnue;Home_Zone_Resident;Home_Zone_Worker;45-54;1642
202002;WE;Haut-Katanga;Inconnue;Home_Zone_Resident;Home_Zone_Worker;55-64;870
202002;WE;Haut-Katanga;Inconnue;Home_Zone_Resident;Home_Zone_Worker;<18;5637
202002;WE;Haut-Katanga;Inconnue;Home_Zone_Resident;Home_Zone_Worker;>65;417
202002;WE;Haut-Katanga;Kinshasa;Home_Zone_Resident;Home_Zone_Worker;<18;65
202002;WE;Haut-Katanga;Lualaba;Home_Zone_Resident;Home_Zone_Worker;18-24;22
202002;WE;Haut-Katanga;Lualaba;Home_Zone_Resident;Home_Zone_Worker;25-34;48
202002;WE;Haut-Katanga;Lualaba;Home_Zone_Resident;Home_Zone_Worker;<18;139
202002;WE;Haut-Lomami;Haut-Lomami;4;4;<18;33
202002;WE;Haut-Lomami;Haut-Lomami;Outside_Resident;Outside_Worker;18-24;32
202002;WE;Haut-Lomami;Haut-Lomami;Outside_Resident;Outside_Worker;25-34;73
202002;WE;Haut-Lomami;Haut-Lomami;Outside_Resident;Outside_Worker;35-44;24
202002;WE;Haut-Lomami;Haut-Lomami;Outside_Resident;Outside_Worker;<18;82
202002;WE;Haut-Lomami;Haut-Lomami;Home_Activity_Zone_Resident;Home_Activity_Zone_Worker;25-34;105
202002;WE;Haut-Lomami;Inconnue;Outside_Resident;Outside_Worker;25-34;21
202002;WE;Haut-Lomami;Inconnue;Outside_Resident;Outside_Worker;<18;38
202002;WE;Inconnue;Bas-Uele;Outside_Resident;Outside_Worker;18-24;24
202002;WE;Inconnue;Bas-Uele;Outside_Resident;Outside_Worker;25-34;104
202002;WE;Inconnue;Bas-Uele;Outside_Resident;Outside_Worker;35-44;25
202002;WE;Inconnue;Bas-Uele;Outside_Resident;Outside_Worker;<18;102
202002;WE;Inconnue;Equateur;Outside_Resident;Outside_Worker;18-24;39
202002;WE;Inconnue;Equateur;Outside_Resident;Outside_Worker;25-34;102
202002;WE;Inconnue;Equateur;Outside_Resident;Outside_Worker;35-44;29
202002;WE;Inconnue;Equateur;Outside_Resident;Outside_Worker;<18;176
202002;WE;Inconnue;Equateur;Outside_Resident;Activity_Zone_Worker;<18;26
202002;WE;Inconnue;Equateur;Activity_Zone_Resident;Activity_Zone_Worker;25-34;42
202002;WE;Inconnue;Equateur;Activity_Zone_Resident;Activity_Zone_Worker;<18;54
202002;WE;Inconnue;Haut-Katanga;4;4;25-34;94
202002;WE;Inconnue;Haut-Katanga;4;4;35-44;40
202002;WE;Inconnue;Haut-Katanga;4;4;<18;158
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;4;25-34;127
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;4;35-44;79
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;4;45-54;33
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;4;<18;249
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Outside_Worker;18-24;7563
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Outside_Worker;25-34;13152
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Outside_Worker;35-44;7251
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Outside_Worker;45-54;3933
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Outside_Worker;55-64;2067
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Outside_Worker;<18;22810
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Outside_Worker;>65;934
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;18-24;17030
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;25-34;34910
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;35-44;20799
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;45-54;11791
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;55-64;6552
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;<18;42074
202002;WE;Inconnue;Haut-Katanga;Outside_Resident;Activity_Zone_Worker;>65;3158
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;4;25-34;38
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;Outside_Worker;18-24;147
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;Outside_Worker;25-34;297
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;Outside_Worker;35-44;161
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;Outside_Worker;<18;469
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;18-24;16360
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;25-34;35236
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;35-44;21493
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;45-54;12191
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;55-64;6523
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;<18;42301
202002;WE;Inconnue;Haut-Katanga;Activity_Zone_Resident;Activity_Zone_Worker;>65;3017
202002;WE;Inconnue;Haut-Lomami;Outside_Resident;4;35-44;38
202002;WE;Inconnue;Haut-Lomami;Outside_Resident;Outside_Worker;18-24;267
202002;WE;Inconnue;Haut-Lomami;Outside_Resident;Outside_Worker;25-34;425
202002;WE;Inconnue;Haut-Lomami;Outside_Resident;Outside_Worker;35-44;205
202002;WE;Inconnue;Haut-Lomami;Outside_Resident;Outside_Worker;45-54;109
202002;WE;Inconnue;Haut-Lomami;Outside_Resident;Outside_Worker;<18;639
202002;WE;Inconnue;Haut-Lomami;Outside_Resident;Activity_Zone_Worker;18-24;52
202002;WE;Inconnue;Haut-Lomami;Outside_Resident;Activity_Zone_Worker;25-34;103
202002;WE;Inconnue;Haut-Lomami;Outside_Resident;Activity_Zone_Worker;35-44;41
202002;WE;Inconnue;Haut-Lomami;Outside_Resident;Activity_Zone_Worker;<18;110
202002;WE;Inconnue;Haut-Lomami;Activity_Zone_Resident;Activity_Zone_Worker;18-24;40
202002;WE;Inconnue;Haut-Lomami;Activity_Zone_Resident;Activity_Zone_Worker;25-34;88
202002;WE;Inconnue;Haut-Lomami;Activity_Zone_Resident;Activity_Zone_Worker;<18;52
202002;WE;Inconnue;Haut-Uele;Outside_Resident;Outside_Worker;18-24;24
202002;WE;Inconnue;Haut-Uele;Outside_Resident;Outside_Worker;25-34;27
202002;WE;Inconnue;Haut-Uele;Outside_Resident;Outside_Worker;<18;68
202002;WE;Inconnue;Inconnue;4;4;18-24;8147
202002;WE;Inconnue;Inconnue;4;4;25-34;14338
202002;WE;Inconnue;Inconnue;4;4;35-44;8549
202002;WE;Inconnue;Inconnue;4;4;45-54;5188
202002;WE;Inconnue;Inconnue;4;4;55-64;2497
202002;WE;Inconnue;Inconnue;4;4;<18;21164
202002;WE;Inconnue;Inconnue;4;4;>65;1137
202002;WE;Inconnue;Inconnue;4;Outside_Worker;18-24;967
202002;WE;Inconnue;Inconnue;4;Outside_Worker;25-34;1623
202002;WE;Inconnue;Inconnue;4;Outside_Worker;35-44;942
202002;WE;Inconnue;Inconnue;4;Outside_Worker;45-54;590
202002;WE;Inconnue;Inconnue;4;Outside_Worker;55-64;260
202002;WE;Inconnue;Inconnue;4;Outside_Worker;<18;2453
202002;WE;Inconnue;Inconnue;4;Outside_Worker;>65;51
202002;WE;Inconnue;Inconnue;Outside_Resident;4;18-24;4841
