Period;Day_type;Zone;Home_Zone;Activity_Zone;PresenceType;Social-professional groups;Volume
202002;JO;Bas-Uele;Bas-Uele;Bas-Uele;Jour;NR;1669
202002;JO;Bas-Uele;Bas-Uele;Bas-Uele;Nuit;NR;1553
202002;JO;Bas-Uele;Hors_Zone;Bas-Uele;Jour;NR;311
202002;JO;Bas-Uele;Hors_Zone;Bas-Uele;Nuit;NR;77
202002;JO;Bas-Uele;Hors_Zone;Hors_Zone;Jour;NR;892
202002;JO;Bas-Uele;Hors_Zone;Hors_Zone;Nuit;NR;77
202002;JO;Equateur;Equateur;Equateur;Jour;NR;1162
202002;JO;Equateur;Equateur;Equateur;Nuit;NR;968
202002;JO;Equateur;Hors_Zone;Equateur;Jour;NR;309
202002;JO;Equateur;Hors_Zone;Equateur;Nuit;NR;39
202002;JO;Equateur;Hors_Zone;Hors_Zone;Jour;NR;1907
202002;JO;Equateur;Hors_Zone;Hors_Zone;Nuit;NR;578
202002;JO;Equateur;Kinshasa;Hors_Zone;Jour;NR;78
202002;JO;Equateur;Kinshasa;Hors_Zone;Nuit;NR;39
202002;JO;Equateur;Kinshasa;Kinshasa;Jour;NR;116
202002;JO;Equateur;Kinshasa;Kinshasa;Nuit;NR;78
202002;JO;Haut-Katanga;Haut-Katanga;Haut-Katanga;Jour;NR;883129
202002;JO;Haut-Katanga;Haut-Katanga;Haut-Katanga;Nuit;NR;621356
202002;JO;Haut-Katanga;Haut-Katanga;Hors_Zone;Jour;NR;5339
202002;JO;Haut-Katanga;Haut-Katanga;Hors_Zone;Nuit;NR;5845
202002;JO;Haut-Katanga;Haut-Katanga;Kasai-Oriental;Jour;NR;118
202002;JO;Haut-Katanga;Haut-Katanga;Kasai-Oriental;Nuit;NR;118
202002;JO;Haut-Katanga;Haut-Katanga;Kinshasa;Jour;NR;39
202002;JO;Haut-Katanga;Haut-Katanga;Kinshasa;Nuit;NR;39
202002;JO;Haut-Katanga;Haut-Katanga;Lualaba;Jour;NR;78
202002;JO;Haut-Katanga;Haut-Katanga;Lualaba;Nuit;NR;116
202002;JO;Haut-Katanga;Haut-Lomami;Haut-Lomami;Jour;NR;76
202002;JO;Haut-Katanga;Haut-Lomami;Haut-Lomami;Nuit;NR;76
202002;JO;Haut-Katanga;Hors_Zone;Haut-Katanga;Jour;NR;363299
202002;JO;Haut-Katanga;Hors_Zone;Haut-Katanga;Nuit;NR;75731
202002;JO;Haut-Katanga;Hors_Zone;Hors_Zone;Jour;NR;172271
202002;JO;Haut-Katanga;Hors_Zone;Hors_Zone;Nuit;NR;44928
202002;JO;Haut-Katanga;Hors_Zone;Kinshasa;Jour;NR;114
202002;JO;Haut-Katanga;Hors_Zone;Kinshasa;Nuit;NR;38
202002;JO;Haut-Katanga;Hors_Zone;Kongo-Central;Jour;NR;115
202002;JO;Haut-Katanga;Hors_Zone;Kongo-Central;Nuit;NR;78
202002;JO;Haut-Katanga;Hors_Zone;Lualaba;Jour;NR;1159
202002;JO;Haut-Katanga;Hors_Zone;Lualaba;Nuit;NR;503
202002;JO;Haut-Katanga;Hors_Zone;Tanganyika;Jour;NR;116
202002;JO;Haut-Katanga;Kasai-Oriental;Kasai-Oriental;Jour;NR;115
202002;JO;Haut-Katanga;Kasai-Oriental;Kasai-Oriental;Nuit;NR;115
202002;JO;Haut-Katanga;Kinshasa;Haut-Katanga;Jour;NR;37
202002;JO;Haut-Katanga;Kinshasa;Haut-Katanga;Nuit;NR;37
202002;JO;Haut-Katanga;Kinshasa;Kinshasa;Jour;NR;965
202002;JO;Haut-Katanga;Kinshasa;Kinshasa;Nuit;NR;966
202002;JO;Haut-Katanga;Kongo-Central;Kongo-Central;Jour;NR;157
202002;JO;Haut-Katanga;Kongo-Central;Kongo-Central;Nuit;NR;157
202002;JO;Haut-Katanga;Lualaba;Haut-Katanga;Jour;NR;887
202002;JO;Haut-Katanga;Lualaba;Haut-Katanga;Nuit;NR;772
202002;JO;Haut-Katanga;Lualaba;Lualaba;Jour;NR;3553
202002;JO;Haut-Katanga;Lualaba;Lualaba;Nuit;NR;2222
202002;JO;Haut-Katanga;Tanganyika;Tanganyika;Jour;NR;75
202002;JO;Haut-Katanga;Tanganyika;Tanganyika;Nuit;NR;37
202002;JO;Haut-Lomami;Haut-Lomami;Haut-Lomami;Jour;NR;2021
202002;JO;Haut-Lomami;Haut-Lomami;Haut-Lomami;Nuit;NR;1392
202002;JO;Haut-Lomami;Hors_Zone;Haut-Lomami;Jour;NR;1091
202002;JO;Haut-Lomami;Hors_Zone;Haut-Lomami;Nuit;NR;426
202002;JO;Haut-Lomami;Hors_Zone;Hors_Zone;Jour;NR;5617
202002;JO;Haut-Lomami;Hors_Zone;Hors_Zone;Nuit;NR;807
202002;JO;Haut-Lomami;Kasai;Kasai;Jour;NR;77
202002;JO;Haut-Lomami;Lualaba;Lualaba;Jour;NR;193
202002;JO;Haut-Lomami;Lualaba;Lualaba;Nuit;NR;39
202002;JO;Haut-Uele;Haut-Uele;Haut-Uele;Nuit;NR;38
202002;JO;Haut-Uele;Hors_Zone;Haut-Uele;Jour;NR;270
202002;JO;Haut-Uele;Hors_Zone;Haut-Uele;Nuit;NR;76
202002;JO;Haut-Uele;Hors_Zone;Hors_Zone;Jour;NR;1126
202002;JO;Haut-Uele;Hors_Zone;Hors_Zone;Nuit;NR;153
202002;JO;Ituri;Hors_Zone;Hors_Zone;Jour;NR;3580
202002;JO;Ituri;Hors_Zone;Hors_Zone;Nuit;NR;1165
202002;JO;Ituri;Hors_Zone;Ituri;Jour;NR;3080
202002;JO;Ituri;Hors_Zone;Ituri;Nuit;NR;504
202002;JO;Ituri;Ituri;Hors_Zone;Jour;NR;307
202002;JO;Ituri;Ituri;Hors_Zone;Nuit;NR;312
202002;JO;Ituri;Ituri;Ituri;Jour;NR;5412
202002;JO;Ituri;Ituri;Ituri;Nuit;NR;4479
202002;JO;Ituri;Nord-Kivu;Nord-Kivu;Jour;NR;78
202002;JO;Ituri;Nord-Kivu;Nord-Kivu;Nuit;NR;78
202002;JO;Kasai;Hors_Zone;Hors_Zone;Jour;NR;6716
202002;JO;Kasai;Hors_Zone;Hors_Zone;Nuit;NR;1121
202002;JO;Kasai;Hors_Zone;Kasai;Jour;NR;1676
202002;JO;Kasai;Hors_Zone;Kasai;Nuit;NR;232
202002;JO;Kasai;Kasai;Hors_Zone;Jour;NR;195
202002;JO;Kasai;Kasai;Hors_Zone;Nuit;NR;197
202002;JO;Kasai;Kasai;Kasai;Jour;NR;1352
202002;JO;Kasai;Kasai;Kasai;Nuit;NR;808
202002;JO;Kasai;Kasai-Central;Kasai-Central;Jour;NR;155
202002;JO;Kasai;Kasai-Central;Kasai-Central;Nuit;NR;154
202002;JO;Kasai-Central;Hors_Zone;Hors_Zone;Jour;NR;7467
202002;JO;Kasai-Central;Hors_Zone;Hors_Zone;Nuit;NR;1362
202002;JO;Kasai-Central;Hors_Zone;Kasai-Central;Jour;NR;2252
202002;JO;Kasai-Central;Hors_Zone;Kasai-Central;Nuit;NR;696
202002;JO;Kasai-Central;Hors_Zone;Kasai-Oriental;Jour;NR;39
202002;JO;Kasai-Central;Kasai;Kasai;Jour;NR;115
202002;JO;Kasai-Central;Kasai;Kasai;Nuit;NR;76
202002;JO;Kasai-Central;Kasai-Central;Hors_Zone;Jour;NR;76
202002;JO;Kasai-Central;Kasai-Central;Hors_Zone;Nuit;NR;153
202002;JO;Kasai-Central;Kasai-Central;Kasai;Jour;NR;39
202002;JO;Kasai-Central;Kasai-Central;Kasai;Nuit;NR;39
202002;JO;Kasai-Central;Kasai-Central;Kasai-Central;Jour;NR;3550
202002;JO;Kasai-Central;Kasai-Central;Kasai-Central;Nuit;NR;2529
202002;JO;Kasai-Central;Kasai-Central;Kinshasa;Jour;NR;38
202002;JO;Kasai-Central;Kasai-Central;Kinshasa;Nuit;NR;38
202002;JO;Kasai-Central;Kasai-Oriental;Kasai-Central;Jour;NR;39
202002;JO;Kasai-Central;Kasai-Oriental;Kasai-Oriental;Jour;NR;39
202002;JO;Kasai-Central;Kinshasa;Kinshasa;Jour;NR;311
202002;JO;Kasai-Central;Kinshasa;Kinshasa;Nuit;NR;233
202002;JO;Kasai-Oriental;Hors_Zone;Hors_Zone;Jour;NR;29312
202002;JO;Kasai-Oriental;Hors_Zone;Hors_Zone;Nuit;NR;3819
202002;JO;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Jour;NR;6123
202002;JO;Kasai-Oriental;Hors_Zone;Kasai-Oriental;Nuit;NR;1315
202002;JO;Kasai-Oriental;Kasai-Central;Kasai-Central;Jour;NR;152
202002;JO;Kasai-Oriental;Kasai-Central;Kasai-Central;Nuit;NR;115
202002;JO;Kasai-Oriental;Kasai-Oriental;Hors_Zone;Jour;NR;77
202002;JO;Kasai-Oriental;Kasai-Oriental;Hors_Zone;Nuit;NR;77
202002;JO;Kasai-Oriental;Kasai-Oriental;Kasai-Central;Jour;NR;38
202002;JO;Kasai-Oriental;Kasai-Oriental;Kasai-Central;Nuit;NR;38
202002;JO;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Jour;NR;10821
202002;JO;Kasai-Oriental;Kasai-Oriental;Kasai-Oriental;Nuit;NR;9915
202002;JO;Kasai-Oriental;Kinshasa;Kinshasa;Jour;NR;310
202002;JO;Kasai-Oriental;Kinshasa;Kinshasa;Nuit;NR;233
202002;JO;Kasai-Oriental;Lomami;Kasai-Oriental;Jour;NR;37
202002;JO;Kasai-Oriental;Lomami;Lomami;Jour;NR;233
202002;JO;Kasai-Oriental;Lomami;Lomami;Nuit;NR;79
202002;JO;Kinshasa;Haut-Katanga;Haut-Katanga;Jour;NR;733
202002;JO;Kinshasa;Haut-Katanga;Haut-Katanga;Nuit;NR;459
202002;JO;Kinshasa;Haut-Katanga;Kinshasa;Jour;NR;77
202002;JO;Kinshasa;Haut-Katanga;Kinshasa;Nuit;NR;77
202002;JO;Kinshasa;Hors_Zone;Haut-Katanga;Jour;NR;77
202002;JO;Kinshasa;Hors_Zone;Hors_Zone;Jour;NR;192926
202002;JO;Kinshasa;Hors_Zone;Hors_Zone;Nuit;NR;57613
202002;JO;Kinshasa;Hors_Zone;Kasai-Oriental;Jour;NR;39
202002;JO;Kinshasa;Hors_Zone;Kinshasa;Jour;NR;92887
202002;JO;Kinshasa;Hors_Zone;Kinshasa;Nuit;NR;27768
202002;JO;Kinshasa;Hors_Zone;Kongo-Central;Jour;NR;5378
202002;JO;Kinshasa;Hors_Zone;Kongo-Central;Nuit;NR;3384
202002;JO;Kinshasa;Hors_Zone;Kwilu;Jour;NR;117
202002;JO;Kinshasa;Hors_Zone;Kwilu;Nuit;NR;115
202002;JO;Kinshasa;Hors_Zone;Maniema;Nuit;NR;40
202002;JO;Kinshasa;Hors_Zone;Nord-Kivu;Jour;NR;38
202002;JO;Kinshasa;Hors_Zone;Nord-Kivu;Nuit;NR;38
202002;JO;Kinshasa;Kasai-Central;Kinshasa;Jour;NR;230
202002;JO;Kinshasa;Kasai-Central;Kinshasa;Nuit;NR;230
202002;JO;Kinshasa;Kasai-Oriental;Kasai-Oriental;Nuit;NR;38
202002;JO;Kinshasa;Kinshasa;Hors_Zone;Jour;NR;5657
202002;JO;Kinshasa;Kinshasa;Hors_Zone;Nuit;NR;6202
202002;JO;Kinshasa;Kinshasa;Kinshasa;Jour;NR;534807
202002;JO;Kinshasa;Kinshasa;Kinshasa;Nuit;NR;474465
202002;JO;Kinshasa;Kinshasa;Kongo-Central;Jour;NR;3038
202002;JO;Kinshasa;Kinshasa;Kongo-Central;Nuit;NR;3895
202002;JO;Kinshasa;Kongo-Central;Hors_Zone;Jour;NR;895
202002;JO;Kinshasa;Kongo-Central;Hors_Zone;Nuit;NR;429
202002;JO;Kinshasa;Kongo-Central;Kinshasa;Jour;NR;3667
202002;JO;Kinshasa;Kongo-Central;Kinshasa;Nuit;NR;2886
202002;JO;Kinshasa;Kongo-Central;Kongo-Central;Jour;NR;51533
202002;JO;Kinshasa;Kongo-Central;Kongo-Central;Nuit;NR;43986
202002;JO;Kinshasa;Lualaba;Lualaba;Jour;NR;76
202002;JO;Kinshasa;Lualaba;Lualaba;Nuit;NR;76
202002;JO;Kinshasa;Maniema;Kinshasa;Jour;NR;39
202002;JO;Kinshasa;Maniema;Kinshasa;Nuit;NR;39
202002;JO;Kinshasa;Maniema;Maniema;Jour;NR;39
202002;JO;Kinshasa;Maniema;Maniema;Nuit;NR;39
202002;JO;Kinshasa;Nord-Kivu;Kinshasa;Jour;NR;116
202002;JO;Kinshasa;Nord-Kivu;Kinshasa;Nuit;NR;116
202002;JO;Kinshasa;Sankuru;Sankuru;Jour;NR;115
202002;JO;Kinshasa;Sankuru;Sankuru;Nuit;NR;115
202002;JO;Kinshasa;Sud-Kivu;Sud-Kivu;Jour;NR;195
202002;JO;Kinshasa;Sud-Kivu;Sud-Kivu;Nuit;NR;234
202002;JO;Kinshasa;Tshopo;Tshopo;Jour;NR;39
202002;JO;Kinshasa;Tshopo;Tshopo;Nuit;NR;39
202002;JO;Kongo-Central;Haut-Katanga;Haut-Katanga;Jour;NR;152
202002;JO;Kongo-Central;Haut-Katanga;Haut-Katanga;Nuit;NR;152
202002;JO;Kongo-Central;Haut-Katanga;Kongo-Central;Jour;NR;38
202002;JO;Kongo-Central;Haut-Katanga;Kongo-Central;Nuit;NR;38
202002;JO;Kongo-Central;Hors_Zone;Hors_Zone;Jour;NR;308270
202002;JO;Kongo-Central;Hors_Zone;Hors_Zone;Nuit;NR;134725
202002;JO;Kongo-Central;Hors_Zone;Kinshasa;Jour;NR;3727
202002;JO;Kongo-Central;Hors_Zone;Kinshasa;Nuit;NR;2170
202002;JO;Kongo-Central;Hors_Zone;Kongo-Central;Jour;NR;284840
202002;JO;Kongo-Central;Hors_Zone;Kongo-Central;Nuit;NR;90639
202002;JO;Kongo-Central;Hors_Zone;Kwilu;Jour;NR;38
202002;JO;Kongo-Central;Kasai-Oriental;Kasai-Oriental;Jour;NR;38
202002;JO;Kongo-Central;Kinshasa;Hors_Zone;Jour;NR;539
202002;JO;Kongo-Central;Kinshasa;Hors_Zone;Nuit;NR;385
202002;JO;Kongo-Central;Kinshasa;Kinshasa;Jour;NR;37129
202002;JO;Kongo-Central;Kinshasa;Kinshasa;Nuit;NR;28766
202002;JO;Kongo-Central;Kinshasa;Kongo-Central;Jour;NR;10503
202002;JO;Kongo-Central;Kinshasa;Kongo-Central;Nuit;NR;7566
202002;JO;Kongo-Central;Kongo-Central;Hors_Zone;Jour;NR;25971
202002;JO;Kongo-Central;Kongo-Central;Hors_Zone;Nuit;NR;30547
202002;JO;Kongo-Central;Kongo-Central;Kinshasa;Jour;NR;2065
202002;JO;Kongo-Central;Kongo-Central;Kinshasa;Nuit;NR;2147
202002;JO;Kongo-Central;Kongo-Central;Kongo-Central;Jour;NR;2832203
202002;JO;Kongo-Central;Kongo-Central;Kongo-Central;Nuit;NR;2437717
202002;JO;Kwango;Hors_Zone;Hors_Zone;Jour;NR;973
202002;JO;Kwango;Hors_Zone;Hors_Zone;Nuit;NR;229
202002;JO;Kwango;Hors_Zone;Kwango;Jour;NR;1401
202002;JO;Kwango;Hors_Zone;Kwango;Nuit;NR;501
202002;JO;Kwango;Kongo-Central;Hors_Zone;Jour;NR;39
202002;JO;Kwango;Kongo-Central;Kongo-Central;Jour;NR;151
202002;JO;Kwango;Kwango;Hors_Zone;Jour;NR;39
202002;JO;Kwango;Kwango;Kwango;Jour;NR;617
202002;JO;Kwango;Kwango;Kwango;Nuit;NR;425
202002;JO;Kwilu;Hors_Zone;Hors_Zone;Jour;NR;5326
202002;JO;Kwilu;Hors_Zone;Hors_Zone;Nuit;NR;1119
202002;JO;Kwilu;Hors_Zone;Kasai;Jour;NR;38
202002;JO;Kwilu;Hors_Zone;Kongo-Central;Jour;NR;77
202002;JO;Kwilu;Hors_Zone;Kongo-Central;Nuit;NR;38
202002;JO;Kwilu;Hors_Zone;Kwilu;Jour;NR;3943
202002;JO;Kwilu;Hors_Zone;Kwilu;Nuit;NR;892
202002;JO;Kwilu;Kinshasa;Hors_Zone;Jour;NR;77
202002;JO;Kwilu;Kinshasa;Hors_Zone;Nuit;NR;77
202002;JO;Kwilu;Kinshasa;Kinshasa;Jour;NR;818
202002;JO;Kwilu;Kinshasa;Kinshasa;Nuit;NR;508
202002;JO;Kwilu;Kongo-Central;Kongo-Central;Jour;NR;75
202002;JO;Kwilu;Kongo-Central;Kongo-Central;Nuit;NR;38
202002;JO;Kwilu;Kwilu;Hors_Zone;Nuit;NR;39
202002;JO;Kwilu;Kwilu;Kwilu;Jour;NR;1122
202002;JO;Kwilu;Kwilu;Kwilu;Nuit;NR;890
202002;JO;Kwilu;Sankuru;Sankuru;Jour;NR;39
202002;JO;Kwilu;Sankuru;Sankuru;Nuit;NR;39
202002;JO;Lomami;Haut-Lomami;Haut-Lomami;Jour;NR;38
202002;JO;Lomami;Hors_Zone;Hors_Zone;Jour;NR;9370
202002;JO;Lomami;Hors_Zone;Hors_Zone;Nuit;NR;1793
202002;JO;Lomami;Hors_Zone;Kasai-Oriental;Jour;NR;77
202002;JO;Lomami;Hors_Zone;Kasai-Oriental;Nuit;NR;115
202002;JO;Lomami;Hors_Zone;Lomami;Jour;NR;4061
202002;JO;Lomami;Hors_Zone;Lomami;Nuit;NR;853
202002;JO;Lomami;Kasai-Oriental;Kasai-Oriental;Jour;NR;38
202002;JO;Lomami;Lomami;Hors_Zone;Jour;NR;39
202002;JO;Lomami;Lomami;Hors_Zone;Nuit;NR;77
202002;JO;Lomami;Lomami;Kasai-Oriental;Jour;NR;39
202002;JO;Lomami;Lomami;Kasai-Oriental;Nuit;NR;39
202002;JO;Lomami;Lomami;Lomami;Jour;NR;7063
202002;JO;Lomami;Lomami;Lomami;Nuit;NR;6279
202002;JO;Lualaba;Haut-Katanga;Haut-Katanga;Jour;NR;3621
202002;JO;Lualaba;Haut-Katanga;Haut-Katanga;Nuit;NR;2103
202002;JO;Lualaba;Haut-Katanga;Hors_Zone;Jour;NR;76
202002;JO;Lualaba;Haut-Katanga;Hors_Zone;Nuit;NR;157
202002;JO;Lualaba;Haut-Katanga;Lualaba;Jour;NR;193
202002;JO;Lualaba;Haut-Katanga;Lualaba;Nuit;NR;155
202002;JO;Lualaba;Haut-Lomami;Haut-Lomami;Jour;NR;39
202002;JO;Lualaba;Haut-Lomami;Haut-Lomami;Nuit;NR;39
202002;JO;Lualaba;Hors_Zone;Haut-Katanga;Jour;NR;2612
202002;JO;Lualaba;Hors_Zone;Haut-Katanga;Nuit;NR;779
202002;JO;Lualaba;Hors_Zone;Hors_Zone;Jour;NR;41105
202002;JO;Lualaba;Hors_Zone;Hors_Zone;Nuit;NR;10612
202002;JO;Lualaba;Hors_Zone;Lualaba;Jour;NR;26847
202002;JO;Lualaba;Hors_Zone;Lualaba;Nuit;NR;6588
202002;JO;Lualaba;Kinshasa;Kinshasa;Jour;NR;38
202002;JO;Lualaba;Kinshasa;Kinshasa;Nuit;NR;38
202002;JO;Lualaba;Lomami;Haut-Lomami;Jour;NR;39
202002;JO;Lualaba;Lualaba;Haut-Katanga;Jour;NR;537
202002;JO;Lualaba;Lualaba;Haut-Katanga;Nuit;NR;461
202002;JO;Lualaba;Lualaba;Hors_Zone;Jour;NR;1164
202002;JO;Lualaba;Lualaba;Hors_Zone;Nuit;NR;1981
202002;JO;Lualaba;Lualaba;Lualaba;Jour;NR;168882
202002;JO;Lualaba;Lualaba;Lualaba;Nuit;NR;150188
202002;JO;Mai-Ndombe;Hors_Zone;Hors_Zone;Jour;NR;888
202002;JO;Mai-Ndombe;Hors_Zone;Hors_Zone;Nuit;NR;231
202002;JO;Mai-Ndombe;Hors_Zone;Mai-Ndombe;Jour;NR;193
202002;JO;Mai-Ndombe;Hors_Zone;Mai-Ndombe;Nuit;NR;77
202002;JO;Mai-Ndombe;Mai-Ndombe;Hors_Zone;Jour;NR;39
202002;JO;Mai-Ndombe;Mai-Ndombe;Hors_Zone;Nuit;NR;39
202002;JO;Maniema;Hors_Zone;Hors_Zone;Jour;NR;2436
202002;JO;Maniema;Hors_Zone;Hors_Zone;Nuit;NR;269
202002;JO;Maniema;Hors_Zone;Maniema;Jour;NR;3128
202002;JO;Maniema;Hors_Zone;Maniema;Nuit;NR;697
202002;JO;Maniema;Maniema;Maniema;Jour;NR;1860
202002;JO;Maniema;Maniema;Maniema;Nuit;NR;1471
202002;JO;Maniema;Sud-Kivu;Sud-Kivu;Jour;NR;37
202002;JO;Mongala;Hors_Zone;Hors_Zone;Jour;NR;1705
202002;JO;Mongala;Hors_Zone;Hors_Zone;Nuit;NR;576
202002;JO;Mongala;Hors_Zone;Mongala;Jour;NR;580
202002;JO;Mongala;Hors_Zone;Mongala;Nuit;NR;230
202002;JO;Mongala;Mongala;Mongala;Jour;NR;117
202002;JO;Mongala;Mongala;Mongala;Nuit;NR;39
202002;JO;Nord-Kivu;Hors_Zone;Hors_Zone;Jour;NR;50405
202002;JO;Nord-Kivu;Hors_Zone;Hors_Zone;Nuit;NR;9925
202002;JO;Nord-Kivu;Hors_Zone;Ituri;Jour;NR;77
202002;JO;Nord-Kivu;Hors_Zone;Kasai-Oriental;Nuit;NR;38
202002;JO;Nord-Kivu;Hors_Zone;Nord-Kivu;Jour;NR;39745
202002;JO;Nord-Kivu;Hors_Zone;Nord-Kivu;Nuit;NR;8213
202002;JO;Nord-Kivu;Hors_Zone;Sud-Kivu;Jour;NR;385
202002;JO;Nord-Kivu;Hors_Zone;Sud-Kivu;Nuit;NR;77
202002;JO;Nord-Kivu;Ituri;Ituri;Jour;NR;38
202002;JO;Nord-Kivu;Ituri;Ituri;Nuit;NR;38
202002;JO;Nord-Kivu;Kinshasa;Kinshasa;Jour;NR;153
202002;JO;Nord-Kivu;Kinshasa;Kinshasa;Nuit;NR;115
202002;JO;Nord-Kivu;Nord-Kivu;Hors_Zone;Jour;NR;1360
202002;JO;Nord-Kivu;Nord-Kivu;Hors_Zone;Nuit;NR;2924
202002;JO;Nord-Kivu;Nord-Kivu;Nord-Kivu;Jour;NR;47221
202002;JO;Nord-Kivu;Nord-Kivu;Nord-Kivu;Nuit;NR;36818
202002;JO;Nord-Kivu;Sud-Kivu;Nord-Kivu;Jour;NR;77
202002;JO;Nord-Kivu;Sud-Kivu;Sud-Kivu;Jour;NR;538
202002;JO;Nord-Kivu;Sud-Kivu;Sud-Kivu;Nuit;NR;154
202002;JO;Nord-Kivu;Tshopo;Tshopo;Jour;NR;39
202002;JO;Nord-Kivu;Tshopo;Tshopo;Nuit;NR;39
202002;JO;Nord-Ubangi;Hors_Zone;Hors_Zone;Jour;NR;885
202002;JO;Nord-Ubangi;Hors_Zone;Hors_Zone;Nuit;NR;503
202002;JO;Nord-Ubangi;Hors_Zone;Nord-Ubangi;Jour;NR;769
202002;JO;Nord-Ubangi;Hors_Zone;Nord-Ubangi;Nuit;NR;153
202002;JO;Nord-Ubangi;Nord-Ubangi;Nord-Ubangi;Jour;NR;505
202002;JO;Nord-Ubangi;Nord-Ubangi;Nord-Ubangi;Nuit;NR;390
202002;JO;Sankuru;Hors_Zone;Hors_Zone;Jour;NR;1389
202002;JO;Sankuru;Hors_Zone;Hors_Zone;Nuit;NR;497
202002;JO;Sankuru;Hors_Zone;Sankuru;Jour;NR;1750
202002;JO;Sankuru;Hors_Zone;Sankuru;Nuit;NR;656
202002;JO;Sankuru;Kinshasa;Kinshasa;Jour;NR;39
202002;JO;Sankuru;Kinshasa;Kinshasa;Nuit;NR;39
202002;JO;Sankuru;Sankuru;Sankuru;Jour;NR;231
202002;JO;Sankuru;Sankuru;Sankuru;Nuit;NR;117
202002;JO;Sud-Kivu;Hors_Zone;Hors_Zone;Jour;NR;43078
202002;JO;Sud-Kivu;Hors_Zone;Hors_Zone;Nuit;NR;8821
202002;JO;Sud-Kivu;Hors_Zone;Ituri;Jour;NR;76
202002;JO;Sud-Kivu;Hors_Zone;Ituri;Nuit;NR;37
202002;JO;Sud-Kivu;Hors_Zone;Nord-Kivu;Jour;NR;115
202002;JO;Sud-Kivu;Hors_Zone;Sud-Kivu;Jour;NR;25055
202002;JO;Sud-Kivu;Hors_Zone;Sud-Kivu;Nuit;NR;5616
202002;JO;Sud-Kivu;Kinshasa;Kinshasa;Jour;NR;75
202002;JO;Sud-Kivu;Kinshasa;Kinshasa;Nuit;NR;37
202002;JO;Sud-Kivu;Nord-Kivu;Hors_Zone;Jour;NR;116
202002;JO;Sud-Kivu;Nord-Kivu;Nord-Kivu;Jour;NR;78
202002;JO;Sud-Kivu;Nord-Kivu;Nord-Kivu;Nuit;NR;194
202002;JO;Sud-Kivu;Nord-Kivu;Sud-Kivu;Jour;NR;76
202002;JO;Sud-Kivu;Nord-Kivu;Sud-Kivu;Nuit;NR;38
202002;JO;Sud-Kivu;Sud-Kivu;Hors_Zone;Jour;NR;810
202002;JO;Sud-Kivu;Sud-Kivu;Hors_Zone;Nuit;NR;1083
202002;JO;Sud-Kivu;Sud-Kivu;Nord-Kivu;Jour;NR;38
202002;JO;Sud-Kivu;Sud-Kivu;Nord-Kivu;Nuit;NR;38
202002;JO;Sud-Kivu;Sud-Kivu;Sud-Kivu;Jour;NR;27495
202002;JO;Sud-Kivu;Sud-Kivu;Sud-Kivu;Nuit;NR;20417
202002;JO;Sud-Ubangi;Hors_Zone;Hors_Zone;Jour;NR;3127
202002;JO;Sud-Ubangi;Hors_Zone;Hors_Zone;Nuit;NR;664
202002;JO;Sud-Ubangi;Hors_Zone;Nord-Ubangi;Jour;NR;115
202002;JO;Sud-Ubangi;Hors_Zone;Sud-Ubangi;Jour;NR;1865
202002;JO;Sud-Ubangi;Hors_Zone;Sud-Ubangi;Nuit;NR;427
202002;JO;Sud-Ubangi;Sud-Ubangi;Sud-Ubangi;Jour;NR;576
202002;JO;Sud-Ubangi;Sud-Ubangi;Sud-Ubangi;Nuit;NR;421
202002;JO;Tanganyika;Haut-Katanga;Haut-Katanga;Nuit;NR;38
202002;JO;Tanganyika;Hors_Zone;Haut-Katanga;Jour;NR;157
202002;JO;Tanganyika;Hors_Zone;Haut-Katanga;Nuit;NR;78
202002;JO;Tanganyika;Hors_Zone;Hors_Zone;Jour;NR;3428
202002;JO;Tanganyika;Hors_Zone;Hors_Zone;Nuit;NR;1198
202002;JO;Tanganyika;Hors_Zone;Tanganyika;Jour;NR;1591
202002;JO;Tanganyika;Hors_Zone;Tanganyika;Nuit;NR;382
202002;JO;Tanganyika;Kasai-Oriental;Kasai-Oriental;Jour;NR;190
202002;JO;Tanganyika;Kasai-Oriental;Kasai-Oriental;Nuit;NR;190
202002;JO;Tanganyika;Tanganyika;Hors_Zone;Nuit;NR;38
202002;JO;Tanganyika;Tanganyika;Tanganyika;Jour;NR;1086
202002;JO;Tanganyika;Tanganyika;Tanganyika;Nuit;NR;968
202002;JO;Tshopo;Hors_Zone;Hors_Zone;Jour;NR;16947
202002;JO;Tshopo;Hors_Zone;Hors_Zone;Nuit;NR;3462
202002;JO;Tshopo;Hors_Zone;Tshopo;Jour;NR;8335
202002;JO;Tshopo;Hors_Zone;Tshopo;Nuit;NR;1748
202002;JO;Tshopo;Tshopo;Hors_Zone;Jour;NR;155
202002;JO;Tshopo;Tshopo;Hors_Zone;Nuit;NR;115
202002;JO;Tshopo;Tshopo;Tshopo;Jour;NR;6241
202002;JO;Tshopo;Tshopo;Tshopo;Nuit;NR;5308
202002;JO;Tshuapa;Hors_Zone;Hors_Zone;Jour;NR;927
202002;JO;Tshuapa;Hors_Zone;Hors_Zone;Nuit;NR;194
202002;JO;Tshuapa;Hors_Zone;Tshuapa;Jour;NR;2062
